carat,cut,color,clarity,depth,table,x,y,z,price
0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1565.0
0.9,Good,E,SI1,63.8,61.0,6.08,6.05,3.87,3332.0
0.32,Ideal,H,VVS1,61.6,56.0,4.41,4.39,2.71,936.0
1.13,Ideal,G,VS2,61.6,57.0,6.68,6.7,4.12,7159.0
0.9,Ideal,E,SI2,61.9,54.0,6.23,6.18,3.84,3958.0
0.28,Ideal,F,VVS2,61.1,57.0,4.22,4.26,2.59,642.0
0.3,Ideal,F,VVS1,62.2,56.0,4.28,4.3,2.67,814.0
0.58,Ideal,E,SI2,62.8,56.0,5.3,5.37,3.35,1346.0
0.51,Ideal,G,VS1,62.1,55.0,5.14,5.17,3.2,1656.0
1.74,Premium,I,VS2,58.6,59.0,7.99,7.87,4.65,12168.0
0.9,Premium,E,SI1,60.8,59.0,6.19,6.24,3.78,4463.0
0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3596.0
0.4,Ideal,E,SI2,61.8,55.2,4.75,4.77,2.94,679.0
1.06,Premium,E,VS1,59.1,58.0,6.66,6.71,3.95,6669.0
0.3,Ideal,H,VS1,61.6,55.0,4.3,4.27,2.64,675.0
1.21,Premium,H,VS1,61.9,60.0,6.88,6.78,4.23,6607.0
0.41,Ideal,G,VVS2,61.9,55.0,4.77,4.79,2.96,1238.0
1.04,Ideal,H,VVS2,62.2,55.0,6.48,6.52,4.04,6619.0
1.01,Good,H,VS2,60.8,61.0,6.43,6.5,3.93,5229.0
1.01,Premium,H,SI1,62.3,58.0,6.44,6.4,4.0,5090.0
0.33,Ideal,F,VS2,62.3,56.0,4.46,4.43,2.77,854.0
1.57,Premium,I,SI2,60.9,58.0,7.53,7.51,4.58,7484.0
2.19,Very Good,I,SI1,60.7,60.0,8.46,8.4,5.12,16397.0
1.5,Premium,D,VS2,61.8,60.0,7.37,7.3,4.53,15240.0
0.31,Fair,F,SI1,64.7,56.0,4.28,4.25,2.76,618.0
0.33,Premium,G,VS2,61.3,61.0,4.47,4.43,2.73,693.0
1.28,Premium,G,VS2,61.6,58.0,7.02,6.98,4.31,8874.0
1.2,Premium,F,SI2,62.7,60.0,6.73,6.67,4.21,4274.0
0.71,Premium,G,SI1,62.3,56.0,5.69,5.65,3.53,2283.0
0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47,2737.0
1.01,Ideal,I,SI2,62.4,57.0,6.37,6.41,3.99,4336.0
0.3,Ideal,F,VS2,61.6,57.0,4.3,4.33,2.66,605.0
1.05,Premium,F,SI1,60.3,60.0,6.66,6.54,3.98,5557.0
0.51,Ideal,G,VS1,61.4,54.0,5.15,5.18,3.17,1599.0
0.91,Very Good,I,VS2,63.0,58.0,6.07,6.15,3.85,3340.0
1.15,Good,H,VS2,63.1,56.0,6.62,6.7,4.2,5646.0
0.71,Ideal,E,SI2,59.3,56.0,5.89,5.84,3.48,2388.0
0.25,Very Good,E,VVS1,60.2,59.0,4.11,4.13,2.48,575.0
0.3,Very Good,H,SI1,60.8,61.0,4.25,4.3,2.6,421.0
1.2,Very Good,F,VS2,62.6,56.0,6.73,6.78,4.23,8334.0
0.34,Premium,H,VS2,61.7,60.0,4.51,4.47,2.77,689.0
0.72,Premium,G,SI1,61.2,62.0,5.75,5.72,3.51,2212.0
0.52,Ideal,H,VS2,62.0,57.0,5.12,5.08,3.16,1385.0
1.01,Premium,E,SI1,58.2,59.0,6.59,6.54,3.82,5366.0
0.4,Ideal,F,SI2,61.0,56.0,4.76,4.81,2.92,731.0
1.41,Ideal,G,VS1,60.4,57.0,7.31,7.22,4.39,11109.0
0.34,Ideal,E,SI2,62.4,57.0,4.5,4.47,2.8,612.0
0.26,Ideal,F,VS1,62.3,56.0,4.08,4.1,2.55,452.0
0.74,Very Good,H,SI2,62.1,58.0,5.82,5.78,3.6,2222.0
1.0,Good,E,SI1,63.7,60.0,6.24,6.29,3.99,5082.0
0.4,Very Good,E,VS1,62.7,55.0,4.69,4.72,2.95,1250.0
0.35,Good,E,VS1,63.1,56.0,4.49,4.54,2.85,663.0
0.52,Premium,F,SI2,62.7,57.0,5.11,5.07,3.19,1073.0
0.37,Premium,F,VS2,60.5,59.0,4.67,4.62,2.81,894.0
0.53,Ideal,G,VS2,62.5,55.0,5.2,5.17,3.24,1607.0
0.34,Premium,H,VVS1,61.2,58.0,4.51,4.48,2.75,862.0
1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,8457.0
1.16,Premium,J,SI1,62.2,58.0,6.75,6.68,4.18,4326.0
0.36,Good,H,VS2,63.7,55.0,4.49,4.52,2.87,568.0
0.3,Very Good,E,VS1,60.2,57.0,4.37,4.3,2.61,653.0
0.34,Very Good,E,SI2,62.5,59.0,4.43,4.46,2.78,477.0
0.38,Ideal,F,VS2,62.2,54.0,4.64,4.66,2.89,870.0
1.05,Very Good,G,SI1,61.6,57.0,6.51,6.54,4.02,5197.0
1.54,Premium,G,SI2,59.4,60.0,7.52,7.49,4.46,7848.0
0.3,Very Good,D,SI1,62.1,58.0,4.25,4.28,2.65,552.0
1.2,Ideal,I,I1,61.9,56.0,6.82,6.85,4.23,3505.0
0.85,Ideal,G,VS1,61.6,54.0,6.08,6.12,3.76,4164.0
1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4586.0
0.7,Ideal,G,SI1,60.9,56.0,5.73,5.79,3.51,2965.0
0.31,Premium,G,VS1,,58.0,4.31,4.36,2.69,542.0
1.59,Premium,F,VS2,60.2,60.0,7.59,7.62,4.58,15461.0
0.78,Very Good,G,SI2,63.8,56.0,5.81,5.85,3.72,2759.0
1.05,Ideal,I,SI1,62.1,59.0,6.5,6.47,4.03,4516.0
0.71,Very Good,I,VS2,61.1,60.0,5.72,5.77,3.51,2384.0
0.31,Premium,G,VVS1,62.2,59.0,4.3,4.32,2.68,816.0
0.75,Premium,F,SI2,62.2,58.0,5.87,5.8,3.57,2501.0
1.02,Premium,G,VS2,61.5,59.0,6.4,6.45,3.95,5250.0
0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3091.0
0.57,Ideal,F,VS2,61.6,56.0,5.34,5.37,3.3,1567.0
1.02,Ideal,G,SI2,62.6,58.0,6.42,6.4,4.01,4363.0
0.71,Ideal,I,SI1,61.6,55.0,5.72,5.74,3.53,2319.0
0.23,Very Good,F,VS2,63.4,56.0,3.84,3.89,2.45,402.0
0.32,Ideal,D,SI1,62.7,54.0,4.35,4.39,2.74,589.0
0.44,Good,F,SI1,63.8,54.0,4.85,4.8,3.08,970.0
0.36,Premium,J,SI1,61.3,60.0,4.59,4.52,2.79,541.0
0.3,Very Good,E,VVS2,62.4,57.0,4.28,4.31,2.68,759.0
0.31,Ideal,G,SI1,62.2,55.0,4.36,4.35,2.71,593.0
0.32,Ideal,G,VS1,61.2,57.0,4.4,4.43,2.7,645.0
0.32,Very Good,E,VS2,62.8,54.0,4.35,4.38,2.74,702.0
2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,11322.0
0.51,Ideal,F,VVS2,62.6,57.0,5.13,5.1,3.2,2203.0
2.14,Premium,H,SI1,62.3,58.0,8.28,8.22,5.14,14490.0
1.04,Premium,G,SI2,62.2,59.0,6.57,6.49,4.06,3861.0
0.3,Ideal,G,VS1,61.5,57.0,4.31,4.34,2.66,605.0
1.19,Ideal,J,SI1,62.0,56.0,6.8,6.77,4.21,4678.0
0.3,Fair,E,SI1,64.5,49.0,4.28,4.25,2.75,630.0
0.96,Ideal,J,VS2,61.5,57.0,6.32,6.36,3.9,3326.0
0.76,Very Good,F,SI1,62.9,57.0,5.79,5.81,3.65,2770.0
0.5,Ideal,F,VVS2,62.3,57.0,5.06,5.08,3.16,1850.0
1.02,Good,D,SI2,61.5,61.0,6.34,6.41,3.92,4318.0
1.16,Ideal,F,VVS1,61.5,56.0,6.76,6.81,4.17,13595.0
0.7,Very Good,D,VS2,60.8,59.0,5.67,5.71,3.46,2928.0
0.5,Premium,F,VVS2,62.3,58.0,5.11,5.06,3.17,2160.0
1.7,Premium,H,SI1,62.5,60.0,7.54,7.49,4.7,11709.0
0.43,Ideal,I,VVS2,60.9,57.0,4.85,4.9,2.97,929.0
0.56,Premium,H,VS1,60.1,58.0,5.4,5.35,3.23,1585.0
0.72,Good,F,SI1,63.9,62.0,5.7,5.63,3.62,2229.0
0.9,Very Good,D,SI1,62.6,58.0,6.11,6.15,3.84,4381.0
1.12,Premium,J,SI1,62.7,55.0,6.65,6.61,4.16,4064.0
0.56,Ideal,F,VS2,60.8,56.0,5.33,5.3,3.23,1778.0
0.31,Good,J,SI1,63.5,55.0,4.3,4.33,2.74,363.0
0.57,Ideal,F,SI2,61.9,58.0,5.34,5.32,3.3,1376.0
1.42,Good,F,VS2,63.7,57.0,7.08,6.99,4.48,9542.0
0.4,Very Good,F,SI1,,58.0,4.72,4.69,2.98,882.0
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,861.0
2.01,Very Good,H,SI1,62.2,60.0,8.05,8.0,4.99,17434.0
1.08,Very Good,H,VS2,62.2,57.0,6.5,6.55,4.06,5155.0
1.01,Very Good,D,SI1,62.4,58.0,6.39,6.47,4.01,4666.0
1.0,Good,E,SI1,57.6,65.0,6.47,6.44,3.72,3696.0
0.41,Very Good,F,VS2,62.8,58.0,4.69,4.73,2.96,863.0
0.31,Ideal,D,VS2,62.6,56.0,4.36,4.33,2.72,942.0
1.01,Good,F,SI2,64.0,56.0,6.25,6.32,4.02,3768.0
2.5,Ideal,J,SI2,64.0,55.0,8.56,8.48,5.46,14502.0
0.7,Premium,F,SI1,61.2,59.0,5.7,5.64,3.47,2239.0
0.93,Very Good,G,SI1,62.3,58.0,6.2,6.29,3.9,4144.0
0.5,Ideal,E,SI2,61.4,57.0,5.09,5.14,3.14,1154.0
1.07,Ideal,J,SI1,61.5,55.0,6.58,6.62,4.06,5281.0
0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,1315.0
0.4,Ideal,I,VVS2,62.0,56.0,4.77,4.74,2.95,1035.0
0.91,Fair,H,SI2,61.3,67.0,6.24,6.19,3.81,2825.0
0.32,Very Good,G,VS1,62.1,55.0,4.41,4.44,2.75,645.0
0.23,Very Good,F,VS1,59.8,57.0,4.04,4.06,2.42,402.0
1.02,Premium,G,SI1,61.9,58.0,6.47,6.42,3.99,4381.0
0.78,Very Good,E,VS2,61.7,58.0,5.9,5.93,3.65,3334.0
0.71,Very Good,D,SI1,63.1,56.0,5.73,5.68,3.6,2743.0
1.01,Good,G,VS1,58.7,62.0,6.49,6.55,3.83,6247.0
0.81,Ideal,F,VS2,61.8,55.0,5.96,5.92,3.67,3624.0
1.57,Premium,J,VS2,59.9,57.0,7.56,7.52,4.52,6629.0
0.92,Very Good,J,SI1,62.6,58.0,6.18,6.22,3.88,3170.0
0.3,Premium,D,VVS2,60.7,59.0,4.34,4.33,2.63,950.0
0.71,Very Good,G,VS2,63.1,54.0,5.64,5.7,3.58,2574.0
0.61,Very Good,G,VS2,62.0,57.0,5.44,5.47,3.38,1861.0
0.77,Very Good,J,SI2,61.2,56.0,5.91,5.96,3.63,2001.0
1.09,Ideal,G,VVS1,62.1,55.0,6.58,6.63,4.1,8778.0
1.52,Premium,I,VS1,60.6,57.0,7.51,7.44,4.53,10300.0
2.32,Good,J,SI1,60.3,61.0,8.56,8.52,5.15,13654.0
1.13,Ideal,D,SI1,61.4,56.0,6.69,6.74,4.12,7066.0
0.6,Ideal,G,VS1,61.2,56.0,5.43,5.47,3.33,2147.0
0.54,Ideal,I,SI1,61.4,56.0,5.25,5.27,3.23,1114.0
0.52,Ideal,G,SI1,61.3,55.0,5.2,5.24,3.2,1389.0
0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,1050.0
0.3,Ideal,G,VS1,62.5,57.0,4.32,4.29,2.69,776.0
0.7,Very Good,H,SI1,61.5,57.0,5.64,5.68,3.48,2107.0
0.36,Premium,E,VS2,62.0,58.0,4.54,4.56,2.82,789.0
0.33,Premium,G,VS1,62.4,59.0,4.41,4.47,2.77,666.0
0.3,Ideal,E,SI1,62.9,57.0,4.32,4.27,2.7,675.0
0.72,Ideal,E,VVS2,62.1,57.0,5.76,5.74,3.57,3093.0
0.24,Very Good,F,VVS1,61.8,59.0,3.93,4.0,2.45,552.0
0.91,Ideal,H,SI1,62.4,57.0,6.18,6.23,3.87,3635.0
0.32,Ideal,E,VVS1,62.5,56.0,4.38,4.42,2.75,814.0
2.0,Ideal,J,VS2,61.0,57.0,8.08,8.13,4.94,14323.0
1.73,Premium,G,VS1,61.6,60.0,7.67,7.62,4.71,11867.0
1.51,Very Good,E,VS2,63.2,56.0,7.28,7.22,4.58,13757.0
0.73,Premium,F,SI2,60.5,57.0,5.84,5.8,3.52,2351.0
0.32,Very Good,G,VS1,61.3,62.0,4.39,4.42,2.7,645.0
0.31,Ideal,D,VS2,62.1,54.0,4.33,4.37,2.7,734.0
0.3,Ideal,G,VVS2,61.5,55.0,4.3,4.32,2.65,684.0
0.4,Very Good,E,SI1,62.2,62.0,4.66,4.69,2.91,687.0
0.54,Premium,H,VS2,61.9,55.0,5.25,5.22,3.24,1389.0
0.3,Premium,E,VS2,59.2,59.0,4.41,4.37,2.6,844.0
0.25,Premium,F,IF,61.1,58.0,4.1,4.08,2.5,740.0
1.53,Premium,G,VVS2,62.5,60.0,7.34,7.31,4.58,15505.0
1.66,Premium,I,SI2,60.0,59.0,7.63,7.56,4.56,5310.0
0.51,Ideal,D,VS1,62.5,57.0,5.13,5.08,3.19,1873.0
0.3,Ideal,F,VVS1,61.6,58.0,4.27,4.3,2.64,814.0
0.41,Premium,G,SI1,60.3,59.0,4.79,4.76,2.88,923.0
1.01,Ideal,I,VS2,64.1,58.0,6.27,6.21,4.0,4378.0
0.44,Ideal,E,VS2,61.5,56.0,4.9,4.92,3.02,1003.0
1.01,Premium,H,SI2,59.9,59.0,6.51,6.48,3.89,4242.0
1.51,Very Good,E,SI2,63.1,58.0,7.31,7.28,4.6,9513.0
1.04,Premium,H,VS2,62.7,61.0,6.48,6.44,4.05,5416.0
1.5,Premium,D,VS1,62.8,58.0,7.29,7.26,4.57,16793.0
0.7,Very Good,F,SI1,63.5,59.0,5.59,5.65,3.57,2264.0
0.42,Ideal,D,VS1,61.8,56.0,4.82,4.86,2.99,1132.0
0.47,Fair,D,IF,60.6,60.0,5.09,4.98,3.05,2211.0
0.32,Ideal,E,VS2,62.3,57.0,4.42,4.41,2.75,900.0
0.3,Ideal,E,VVS1,61.4,56.0,4.33,4.37,2.67,895.0
0.9,Fair,D,SI1,66.4,59.0,5.97,5.92,3.95,3382.0
0.42,Ideal,G,IF,62.4,57.0,4.79,4.82,3.0,1394.0
0.41,Ideal,D,SI1,60.7,55.0,4.83,4.86,2.94,771.0
0.9,Premium,I,VS2,62.4,58.0,6.16,6.22,3.86,3539.0
1.51,Good,J,SI1,63.5,58.0,7.24,7.29,4.61,6851.0
1.13,Very Good,F,VS1,61.6,58.0,6.61,6.68,4.09,7092.0
0.52,Good,H,SI1,63.1,57.0,5.09,5.14,3.23,1111.0
1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,5652.0
0.3,Ideal,E,VVS1,60.0,60.0,4.37,4.39,2.63,826.0
0.25,Very Good,E,VVS1,61.5,56.0,4.06,4.08,2.5,560.0
1.07,Fair,F,SI1,60.6,66.0,6.65,6.46,3.97,4554.0
0.31,Very Good,F,VS2,62.1,54.0,4.34,4.39,2.71,500.0
0.36,Premium,D,SI2,63.0,59.0,4.52,4.49,2.84,643.0
0.89,Ideal,F,VS2,61.5,55.0,6.18,6.21,3.81,4854.0
0.25,Ideal,H,VVS1,62.5,56.0,4.06,4.03,2.53,577.0
0.53,Very Good,E,VVS2,60.7,59.0,5.19,5.28,3.18,2297.0
1.18,Very Good,F,VVS1,60.4,59.0,6.82,6.86,4.13,12175.0
0.41,Ideal,F,VS1,62.1,56.0,4.74,4.76,2.95,1007.0
1.2,Ideal,H,SI1,62.7,55.0,6.76,6.73,4.23,6512.0
0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,4763.0
0.32,Ideal,D,SI1,62.6,55.0,4.36,4.39,2.74,589.0
0.31,Ideal,J,VS2,61.8,54.1,4.35,4.38,2.7,400.0
0.31,Premium,G,VS2,61.0,56.0,4.37,4.35,2.66,698.0
1.2,Premium,F,SI2,61.9,59.0,6.86,6.74,4.21,5699.0
0.29,Very Good,G,VS2,62.5,56.0,4.21,4.24,2.64,471.0
1.0,Premium,E,VS1,59.1,59.0,6.56,6.51,3.86,8176.0
1.37,Premium,H,VS1,62.9,58.0,7.12,7.07,4.46,8669.0
1.01,Very Good,F,SI2,62.8,60.0,6.33,6.4,4.0,4416.0
0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,620.0
1.25,Ideal,G,VVS1,61.3,56.0,6.95,6.98,4.28,10996.0
1.35,Fair,I,SI2,66.5,57.0,6.79,6.74,4.5,4423.0
1.21,Ideal,I,SI2,60.6,56.0,6.92,6.94,4.2,5091.0
1.05,Ideal,G,VS1,62.0,56.0,6.47,6.53,4.03,6936.0
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,7500.0
0.3,Very Good,H,VVS1,61.3,61.0,4.26,4.29,2.62,684.0
1.5,Good,G,SI1,59.7,65.0,7.46,7.34,4.42,9954.0
0.32,Ideal,E,VS2,60.9,56.0,4.45,4.48,2.72,846.0
0.92,Very Good,D,SI2,60.2,61.0,6.27,6.32,3.79,3057.0
0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,694.0
0.3,Premium,E,VS1,61.8,58.0,4.31,4.33,2.67,710.0
1.12,Very Good,G,VVS1,58.9,60.0,6.78,6.91,4.03,8072.0
0.42,Very Good,E,SI1,63.4,56.0,4.82,4.74,3.03,992.0
0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,743.0
0.32,Ideal,G,VS2,61.8,57.0,4.42,4.38,2.72,720.0
0.7,Fair,E,I1,66.1,58.0,5.61,5.51,3.67,1273.0
0.31,Ideal,E,VVS1,59.7,60.0,4.41,4.43,2.64,853.0
0.61,Good,G,VS2,61.2,62.8,5.38,5.42,3.3,1821.0
0.42,Premium,G,SI1,62.2,58.0,4.75,4.73,2.95,945.0
0.5,Premium,E,SI2,59.4,60.0,5.21,5.16,3.08,1181.0
1.38,Premium,H,VS1,61.0,60.0,7.21,7.16,4.38,7233.0
0.42,Premium,D,SI2,60.1,58.0,4.88,4.83,2.92,898.0
0.51,Ideal,D,SI2,61.9,56.0,5.15,5.1,3.17,1359.0
0.3,Premium,G,VS1,62.0,60.0,4.28,4.23,2.64,776.0
1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,4640.0
2.02,Premium,I,,60.5,62.0,8.18,8.15,4.94,14238.0
0.33,Ideal,D,SI2,62.4,57.0,4.39,4.42,2.75,492.0
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,2630.0
1.13,Very Good,H,SI1,60.1,60.0,6.73,6.77,4.06,4959.0
0.31,Ideal,G,IF,61.0,56.0,4.37,4.38,2.67,924.0
1.06,Ideal,D,SI2,62.3,55.0,6.5,6.54,4.06,5159.0
1.01,Premium,F,VVS2,62.0,58.0,6.36,6.45,3.97,8532.0
1.06,Premium,F,SI1,61.9,58.0,6.58,6.53,4.06,4862.0
0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,525.0
0.91,Very Good,H,SI2,63.3,58.0,6.11,6.06,3.85,3756.0
0.34,Premium,G,VS2,61.1,60.0,4.53,4.51,2.76,765.0
1.13,Very Good,H,SI2,62.7,55.0,6.61,6.69,,4661.0
0.73,Ideal,G,SI1,62.1,56.0,5.74,5.79,3.58,2654.0
0.31,Premium,G,VVS1,61.2,59.0,4.32,4.34,2.65,816.0
0.57,Ideal,E,VVS2,61.9,55.0,5.34,5.36,3.31,2534.0
1.11,Ideal,F,VS2,61.9,55.0,6.62,6.66,4.11,7823.0
0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,593.0
0.33,Ideal,G,VVS2,63.0,57.0,4.42,4.38,2.77,965.0
0.52,Ideal,G,VS1,60.9,56.0,5.2,5.24,3.18,1662.0
0.5,Good,E,VS1,58.2,61.0,5.19,5.22,3.03,1806.0
0.32,Premium,H,IF,61.2,58.0,4.37,4.39,2.68,842.0
0.93,Very Good,H,VS2,62.8,59.0,6.13,6.16,3.86,4351.0
0.9,Very Good,H,VS2,62.2,58.0,6.11,6.18,3.82,4157.0
0.56,Ideal,D,SI1,61.3,55.0,5.32,5.35,3.27,1708.0
0.42,Ideal,G,VVS1,61.7,55.0,4.78,4.84,2.97,1179.0
1.59,Ideal,H,VS1,61.8,57.0,7.49,7.42,4.61,12157.0
0.41,Premium,D,SI1,61.0,59.0,4.76,4.78,2.91,791.0
0.4,Premium,E,VS2,62.2,59.0,4.74,4.71,2.94,975.0
0.71,Ideal,H,VS1,61.9,56.0,5.7,5.74,3.54,2909.0
0.31,Very Good,J,VS2,62.3,60.0,4.29,4.34,2.69,380.0
0.9,Very Good,E,VS2,63.3,59.0,6.08,6.12,3.86,4482.0
0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,565.0
1.7,Ideal,I,VS1,60.1,57.0,7.8,7.77,4.68,12099.0
0.3,Premium,D,VS2,60.6,58.0,4.36,4.32,2.63,911.0
0.36,Very Good,E,VS2,59.8,62.0,4.56,4.61,2.74,789.0
0.72,Ideal,H,VVS2,60.9,56.0,5.78,5.84,3.54,3475.0
0.3,Very Good,G,SI1,61.0,57.0,4.31,4.34,2.64,447.0
0.32,Very Good,D,SI1,58.9,60.0,4.47,4.49,2.64,589.0
1.0,Very Good,F,VS2,63.4,58.0,6.3,6.39,4.02,6818.0
0.57,Ideal,D,VS2,62.1,56.0,5.34,5.29,3.3,1963.0
0.7,Ideal,G,VS1,61.5,56.0,5.7,5.75,3.52,3065.0
0.3,Very Good,H,SI1,62.6,58.0,4.22,4.28,2.66,421.0
0.59,Good,E,VS2,61.3,62.0,5.36,5.4,3.3,1845.0
0.76,Very Good,H,SI2,59.8,58.0,5.94,5.96,3.56,2418.0
0.52,Good,E,SI2,60.5,62.0,5.15,5.2,3.13,1199.0
0.3,Premium,I,VS1,60.5,60.0,4.33,4.3,2.61,608.0
0.3,Premium,D,VS2,60.6,59.0,4.36,4.28,2.62,911.0
1.58,Premium,G,VS2,62.6,59.0,7.44,7.47,4.67,13014.0
0.51,Ideal,E,SI1,61.5,54.0,5.15,5.19,3.18,1356.0
0.77,Ideal,D,SI1,61.4,56.0,5.9,5.93,3.63,2996.0
0.81,Very Good,G,VVS2,63.5,55.0,5.9,5.94,3.76,3981.0
1.01,Premium,F,VS1,61.4,60.0,6.45,6.39,3.94,7792.0
0.26,Very Good,F,VVS1,61.7,57.0,4.09,4.13,2.53,657.0
1.03,Good,D,SI2,59.3,58.0,6.57,6.61,3.91,4671.0
0.77,Very Good,G,VS1,61.1,54.0,5.91,5.94,3.62,3197.0
0.53,Ideal,D,VS2,60.6,57.0,5.28,5.24,3.19,1956.0
0.38,Ideal,I,VS1,61.5,53.9,4.66,4.7,2.89,703.0
1.07,Very Good,G,VS1,60.9,55.0,6.6,6.64,4.03,6998.0
0.33,Ideal,E,SI1,62.4,56.0,4.41,4.43,2.76,579.0
0.44,Ideal,D,VS1,62.3,55.0,4.85,4.88,3.03,1235.0
0.32,Ideal,F,VVS2,61.2,57.0,4.4,4.43,2.7,786.0
0.31,Ideal,I,SI1,60.8,56.0,4.38,4.41,2.67,436.0
1.32,Very Good,F,IF,62.4,58.0,6.97,7.01,4.36,14842.0
2.09,Ideal,J,VS1,61.2,59.0,8.31,8.22,5.06,15172.0
0.5,Premium,E,VS2,62.9,60.0,5.04,5.01,3.16,1629.0
0.5,Premium,F,SI1,59.6,61.0,5.15,5.12,3.06,1125.0
0.51,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1687.0
1.09,Good,F,SI2,63.2,58.0,6.49,6.54,4.12,4766.0
0.31,Ideal,F,VVS1,62.4,55.0,4.34,4.32,2.7,985.0
0.38,Ideal,G,SI1,61.5,55.0,4.66,4.68,2.87,695.0
0.74,Ideal,E,SI1,62.6,56.0,5.74,5.7,3.58,2489.0
1.0,Very Good,D,VVS2,61.7,58.0,6.37,6.41,3.94,10113.0
1.07,Premium,G,SI2,62.5,59.0,6.5,6.47,4.05,3296.0
0.71,Very Good,H,SI1,62.9,58.0,5.62,5.66,3.55,2246.0
0.92,Ideal,F,SI2,62.0,54.0,6.26,6.32,3.9,4065.0
0.44,Premium,G,SI1,60.1,60.0,4.95,4.86,2.95,990.0
0.27,Ideal,F,VS1,,57.0,4.15,4.18,2.57,577.0
0.38,Ideal,I,VVS2,63.4,53.0,4.61,4.63,2.93,809.0
0.76,Ideal,E,VVS1,61.8,54.0,5.9,5.87,3.64,4382.0
0.3,Ideal,G,IF,62.6,54.0,4.3,4.33,2.7,826.0
1.02,Very Good,F,VS1,61.9,59.0,6.38,6.44,3.97,7257.0
1.01,Ideal,E,SI2,61.1,59.0,6.53,6.47,3.97,4787.0
0.4,Ideal,H,SI2,61.9,58.0,4.71,4.73,2.92,596.0
1.31,Ideal,G,VVS1,61.1,57.0,7.06,7.01,4.3,11247.0
0.26,Very Good,E,VVS2,59.9,58.0,4.15,4.23,2.51,554.0
1.0,Ideal,G,VS1,62.6,56.0,6.39,6.36,3.99,6377.0
0.32,Premium,F,SI1,62.3,55.0,4.44,4.39,2.75,684.0
0.51,Ideal,F,VS1,61.7,54.0,5.17,5.14,3.18,1836.0
0.9,Very Good,D,SI1,61.8,61.0,6.16,6.2,3.82,4068.0
0.35,Ideal,E,VS1,62.0,53.6,4.53,4.55,2.81,840.0
0.74,Fair,E,SI2,66.7,62.0,5.49,5.43,3.64,2617.0
0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,906.0
1.0,Very Good,F,SI1,61.0,60.0,6.38,6.43,3.91,5804.0
0.41,Ideal,E,VS1,62.0,54.0,4.79,4.76,2.96,1153.0
1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,4955.0
0.7,Fair,D,SI1,52.2,65.0,6.04,5.99,3.14,1895.0
0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1230.0
0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2404.0
0.73,Ideal,J,VS2,62.3,55.0,5.74,5.78,3.59,2101.0
1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,6048.0
0.3,Ideal,E,VVS1,62.4,55.0,4.32,4.34,2.7,826.0
0.31,Ideal,G,VS2,62.0,57.0,4.34,4.37,2.7,544.0
1.08,Ideal,J,SI1,61.8,56.0,6.58,6.55,4.06,4524.0
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3283.0
0.73,Ideal,G,SI1,62.0,54.0,5.81,5.84,3.61,2583.0
1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,3669.0
1.52,Fair,H,I1,64.9,58.0,7.18,7.13,4.65,3504.0
0.3,Ideal,D,VS2,62.3,54.0,4.29,4.34,2.69,710.0
0.5,Ideal,E,VVS2,61.8,53.6,5.1,5.13,3.16,2297.0
0.56,Premium,D,VS2,61.5,58.0,5.28,5.33,3.26,1910.0
0.59,Very Good,I,VS2,62.4,58.4,5.3,5.36,3.32,1392.0
1.33,Premium,H,SI1,61.5,59.0,7.06,7.03,4.33,7472.0
0.71,Premium,I,SI2,62.1,58.0,5.7,5.67,3.53,1696.0
0.55,Premium,F,VS2,62.7,58.0,5.28,5.25,3.3,2376.0
